rxn	KEGG_rxn_id	ec_code	direction	substrates_name	substrates_kegg	products_name	products_kegg	genes_model	uniprot_model	kcat	matching_score	catalytic_enzyme	kcat_substrate	kcat_organism	kcat_enzyme	kcat_temperature	kcat_ph	kcat_variant	kcat_db	kcat_id_percent
r_0796	R01137	2.7.4.6	forward	ATP;dADP	C00002;C00206	ADP;dATP	C00008;C00131	YKL067W	P36010	0.159	7	P36010	8-bromoinosine 5'-diphosphate	Mycobacterium tuberculosis	P9WJH7	22.0	7.5	wildtype	brenda	36.32
r_0797	R02326	2.7.4.6	forward	ATP;dCDP	C00002;C00705	ADP;dCTP	C00008;C00458	YKL067W	P36010	106	5	P36010	dCDP	Pisum sativum	Q9SP13	22.0		wildtype	brenda	33.1
r_0798	R01857	2.7.4.6	forward	ATP;dGDP	C00002;C00361	ADP;dGTP	C00008;C00286	YKL067W	P36010	0.159	7	P36010	8-bromoinosine 5'-diphosphate	Mycobacterium tuberculosis	P9WJH7	22.0	7.5	wildtype	brenda	36.32
r_0799	R02093	2.7.4.6	forward	ATP;dTDP	C00002;C00363	ADP;dTTP	C00008;C00459	YKL067W	P36010	147	5	P36010	dTDP	Pisum sativum	Q9SP13	22.0		wildtype	brenda	33.1
r_0800	R00330	2.7.4.6	forward	ATP;GDP	C00002;C00035	ADP;GTP	C00008;C00044	YKL067W	P36010	38	6	P36010	GDP	Thermus thermophilus			7.5		brenda	-1.0
r_0801	R00722	2.7.4.6	forward	ATP;IDP	C00002;C00104	ADP;ITP	C00008;C00081	YKL067W	P36010	0.159	7	P36010	8-bromoinosine 5'-diphosphate	Mycobacterium tuberculosis	P9WJH7	22.0	7.5	wildtype	brenda	36.32
r_0802	R03530	2.7.4.6	forward	ATP;dIDP	C00002;C01344	ADP;dITP	C00008;C01345	YKL067W	P36010	0.159	7	P36010	8-bromoinosine 5'-diphosphate	Mycobacterium tuberculosis	P9WJH7	22.0	7.5	wildtype	brenda	36.32
r_0802	R03530	2.7.4.6	reverse	ADP;dITP	C00008;C01345	ATP;dIDP	C00002;C01344	YKL067W	P36010	0.159	7	P36010	8-bromoinosine 5'-diphosphate	Mycobacterium tuberculosis	P9WJH7	22.0	7.5	wildtype	brenda	36.32
r_0803	R02331	2.7.4.6	forward	ATP;dUDP	C00002;C01346	ADP;dUTP	C00008;C00460	YKL067W	P36010	0.159	7	P36010	8-bromoinosine 5'-diphosphate	Mycobacterium tuberculosis	P9WJH7	22.0	7.5	wildtype	brenda	36.32
r_0803	R02331	2.7.4.6	reverse	ADP;dUTP	C00008;C00460	ATP;dUDP	C00002;C01346	YKL067W	P36010	0.159	7	P36010	8-bromoinosine 5'-diphosphate	Mycobacterium tuberculosis	P9WJH7	22.0	7.5	wildtype	brenda	36.32
r_0804	R00335	3.6.1.5	forward	GTP;H2O	C00044;C00001	GDP;H+;phosphate	C00035;C00080;C00009	YAL035W	P39730	80.9	4	P39730	GTP	Rattus norvegicus	P97687	25.0	7.4	wildtype	brenda	19.04
r_0804	R00335	3.6.1.5	forward	GTP;H2O	C00044;C00001	GDP;H+;phosphate	C00035;C00080;C00009	YLL001W	P54861	80.9	4	P54861	GTP	Rattus norvegicus	P97687	25.0	7.4	wildtype	brenda	22.39
r_0804	R00335	3.6.1.5	forward	GTP;H2O	C00044;C00001	GDP;H+;phosphate	C00035;C00080;C00009	YER005W	P40009	80.9	4	P40009	GTP	Rattus norvegicus	P97687	25.0	7.4	wildtype	brenda	23.35
r_0805	R00159	3.6.1.5	forward	H2O;UTP	C00001;C00075	H+;phosphate;UDP	C00080;C00009;C00015	YER005W	P40009	103.4	4	P40009	UTP	Rattus norvegicus	P97687	25.0	7.4	wildtype	brenda	23.35
r_0806	R00569	3.6.1.5	forward	CTP;H2O	C00063;C00001	CDP;H+;phosphate	C00112;C00080;C00009	YER005W	P40009	40.5	7	P40009	AMPCPP	Rattus norvegicus	P97687	25.0	7.4	wildtype	brenda	23.35
r_0807	R00719	3.6.1.5	forward	H2O;ITP	C00001;C00081	H+;IDP;phosphate	C00080;C00104;C00009	YER005W	P40009	105.3	4	P40009	ITP	Rattus norvegicus	P97687	25.0	7.4	wildtype	brenda	23.35
r_0810	R00328	3.6.1.42	forward	GDP;H2O	C00035;C00001	GMP;H+;phosphate	C00144;C00080;C00009	YEL042W	P32621	3830	5	P32621	GDP	Saccharomyces cerevisiae					brenda	-1.0
r_0811	R00156	2.7.4.6	forward	ATP;UDP	C00002;C00015	ADP;UTP	C00008;C00075	YKL067W	P36010	0.159	7	P36010	8-bromoinosine 5'-diphosphate	Mycobacterium tuberculosis	P9WJH7	22.0	7.5	wildtype	brenda	36.32
r_0812	R00651	2.5.1.47	forward	methanethiol;O-acetyl-L-homoserine	C00409;C01077	acetate;H+;L-methionine	C00033;C00080;C00073	YLR303W	P06106	12	7	P06106	H2S	Streptomyces lavendulae	D2Z027	30.0	8.0	wildtype	brenda	23.87
r_0812	R00651	2.5.1.49	forward	methanethiol;O-acetyl-L-homoserine	C00409;C01077	acetate;H+;L-methionine	C00033;C00080;C00073	YLR303W	P06106	94.12	5	P06106	O-acetyl-L-homoserine	Clostridioides difficile	Q187D4	25	7.5		brenda	34.53
r_0813	R01287	2.5.1.47	forward	hydrogen sulfide;O-acetyl-L-homoserine	C00283;C01077	acetate;L-homocysteine	C00033;C00155	YLR303W	P06106	12	5	P06106	hydrogen sulfide	Streptomyces lavendulae	D2Z027	30.0	8.0		brenda	23.87
r_0813	R01287	2.5.1.49	forward	hydrogen sulfide;O-acetyl-L-homoserine	C00283;C01077	acetate;L-homocysteine	C00033;C00155	YLR303W	P06106	94.12	5	P06106	O-acetyl-L-homoserine	Clostridioides difficile	Q187D4	25	7.5		brenda	34.53
r_0815	R03260	4.4.1.1	forward	L-cysteine;O-succinyl-L-homoserine	C00097;C01118	H+;L-cystathionine;succinate	C00080;C02291;C00042	YLL058W	Q12198	0.15	2	Q12198	L-cysteine	Saccharomyces cerevisiae		25.0	7.2	wildtype	brenda	-1.0
r_0815	R03260	4.4.1.1	forward	L-cysteine;O-succinyl-L-homoserine	C00097;C01118	H+;L-cystathionine;succinate	C00080;C02291;C00042	YML082W	Q04533	0.15	2	Q04533	L-cysteine	Saccharomyces cerevisiae		25.0	7.2	wildtype	brenda	-1.0
r_0815	R03260	4.4.1.1	forward	L-cysteine;O-succinyl-L-homoserine	C00097;C01118	H+;L-cystathionine;succinate	C00080;C02291;C00042	YAL012W	P31373	0.15	2	P31373	L-cysteine	Saccharomyces cerevisiae		25.0	7.2	wildtype	brenda	-1.0
r_0816	R01398	2.1.3.3	forward	carbamoyl phosphate;ornithine	C00169;C01602	H+;L-citrulline;phosphate	C00080;C00327;C00009	YJL088W	P05150	82	5	P05150	Carbamoyl phosphate	Giardia intestinalis		37.0	8.0		brenda	-1.0
r_0817	R00670	4.1.1.17	forward	H+;ornithine	C00080;C01602	carbon dioxide;putrescine	C00011;C00134	YKL184W	P08432	3.3	6	P08432	L-ornithine	Saccharomyces cerevisiae		25.0	7.8		brenda	-1.0
r_0818	R02282	2.3.1.1	forward	L-glutamate;N(2)-acetyl-L-ornithine	C00025;C00437	N-acetyl-L-glutamate;ornithine	C00624;C01602	YMR062C	Q04728	0.22	7	Q04728	L-glutamate	Mycobacterium tuberculosis					brenda	-1.0
r_0818	R02282	2.3.1.35	forward	L-glutamate;N(2)-acetyl-L-ornithine	C00025;C00437	N-acetyl-L-glutamate;ornithine	C00624;C01602	YMR062C	Q04728		15									
r_0819	R00667	2.6.1.13	forward	2-oxoglutarate;ornithine	C00026;C01602	L-glutamate;L-glutamic 5-semialdehyde	C00025;C01165	YLR438W	P07991	35.7	4	P07991	2-oxoglutarate	Homo sapiens	P04181	25.0	8.0	wildtype	brenda	41.48
r_0820	R01870	2.4.2.10	forward	diphosphate;orotidine 5'-(dihydrogen phosphate)	C00013;C01103	orotate;PRPP	C00295;C00119	YML106W	P13298	1.3	5	P13298	diphosphate	Plasmodium falciparum	Q8N0R1	37.0	8.0		brenda	24.57
r_0820	R01870	2.4.2.10	reverse	orotate;PRPP	C00295;C00119	diphosphate;orotidine 5'-(dihydrogen phosphate)	C00013;C01103	YML106W	P13298	3	5	P13298	Orotate	Plasmodium falciparum	Q8N0R1	37.0	8.0		brenda	24.57
r_0820	R01870	2.4.2.10	forward	diphosphate;orotidine 5'-(dihydrogen phosphate)	C00013;C01103	orotate;PRPP	C00295;C00119	YMR271C	P30402	1.3	5	P30402	diphosphate	Plasmodium falciparum	Q8N0R1	37.0	8.0		brenda	24.82
r_0820	R01870	2.4.2.10	reverse	orotate;PRPP	C00295;C00119	diphosphate;orotidine 5'-(dihydrogen phosphate)	C00013;C01103	YMR271C	P30402	3	5	P30402	Orotate	Plasmodium falciparum	Q8N0R1	37.0	8.0		brenda	24.82
r_0821	R00965	4.1.1.23	forward	H+;orotidine 5'-(dihydrogen phosphate)	C00080;C01103	carbon dioxide;UMP	C00011;C00105	YEL021W	P03962	0.15	3	P03962	2'-deoxyorotidine 5'-phosphate	Saccharomyces cerevisiae	P03962	25.0	7.2	wildtype	brenda	100.0
r_0831	R02570	1.2.4.2	forward	coenzyme A;S(8)-succinyldihydrolipoamide	C00010;C01169	dihydrolipoamide;succinyl-CoA	C00579;C00091	YDR148C;YFL018C;YIL125W;YFR049W	P19262;P09624;P19955;P20967	0.0595	7	P20967	2-oxo-5-hexenoic acid	Escherichia coli		30.0	8.0	wildtype	brenda	-1.0
r_0831	R02570	1.2.4.2	forward	coenzyme A;S(8)-succinyldihydrolipoamide	C00010;C01169	dihydrolipoamide;succinyl-CoA	C00579;C00091	YDR148C;YFL018C;YIL125W	P19262;P09624;P20967	0.0595	7	P20967	2-oxo-5-hexenoic acid	Escherichia coli		30.0	8.0	wildtype	brenda	-1.0
r_0831	R02570	1.8.1.4	forward	coenzyme A;S(8)-succinyldihydrolipoamide	C00010;C01169	dihydrolipoamide;succinyl-CoA	C00579;C00091	YDR148C;YFL018C;YIL125W;YFR049W	P19262;P09624;P19955;P20967	899	7	P09624	dihydrolipoamide	Homo sapiens	P09622	37.0	8.0	wildtype	brenda	44.0
r_0831	R02570	1.8.1.4	forward	coenzyme A;S(8)-succinyldihydrolipoamide	C00010;C01169	dihydrolipoamide;succinyl-CoA	C00579;C00091	YDR148C;YFL018C;YIL125W	P19262;P09624;P20967	899	7	P09624	dihydrolipoamide	Homo sapiens	P09622	37.0	8.0	wildtype	brenda	44.0
r_0831	R02570	2.3.1.61	forward	coenzyme A;S(8)-succinyldihydrolipoamide	C00010;C01169	dihydrolipoamide;succinyl-CoA	C00579;C00091	YDR148C;YFL018C;YIL125W;YFR049W	P19262;P09624;P19955;P20967	186	7	P19262	DL-dihydrolipoamide	Yarrowia lipolytica	Q6C5L8	30	8.0	wildtype	brenda	51.16
r_0831	R02570	2.3.1.61	forward	coenzyme A;S(8)-succinyldihydrolipoamide	C00010;C01169	dihydrolipoamide;succinyl-CoA	C00579;C00091	YDR148C;YFL018C;YIL125W	P19262;P09624;P20967	186	7	P19262	DL-dihydrolipoamide	Yarrowia lipolytica	Q6C5L8	30	8.0	wildtype	brenda	51.16
r_0832	R01700	1.2.4.2	forward	2-oxoglutarate;H+;lipoamide	C00026;C00080;C00248	carbon dioxide;S(8)-succinyldihydrolipoamide	C00011;C01169	YDR148C;YFL018C;YIL125W;YFR049W	P19262;P09624;P19955;P20967	2.7	4	P20967	2-oxoglutarate	Escherichia coli		30.0	8.0	wildtype	brenda	-1.0
r_0832	R01700	1.2.4.2	forward	2-oxoglutarate;H+;lipoamide	C00026;C00080;C00248	carbon dioxide;S(8)-succinyldihydrolipoamide	C00011;C01169	YDR148C;YFL018C;YIL125W	P19262;P09624;P20967	2.7	4	P20967	2-oxoglutarate	Escherichia coli		30.0	8.0	wildtype	brenda	-1.0
r_0832	R01700	1.8.1.4	forward	2-oxoglutarate;H+;lipoamide	C00026;C00080;C00248	carbon dioxide;S(8)-succinyldihydrolipoamide	C00011;C01169	YDR148C;YFL018C;YIL125W;YFR049W	P19262;P09624;P19955;P20967	97	5	P09624	Lipoamide	Plasmodium falciparum		25.0	7.0		brenda	-1.0
r_0832	R01700	1.8.1.4	forward	2-oxoglutarate;H+;lipoamide	C00026;C00080;C00248	carbon dioxide;S(8)-succinyldihydrolipoamide	C00011;C01169	YDR148C;YFL018C;YIL125W	P19262;P09624;P20967	97	5	P09624	Lipoamide	Plasmodium falciparum		25.0	7.0		brenda	-1.0
r_0832	R01700	2.3.1.61	forward	2-oxoglutarate;H+;lipoamide	C00026;C00080;C00248	carbon dioxide;S(8)-succinyldihydrolipoamide	C00011;C01169	YDR148C;YFL018C;YIL125W;YFR049W	P19262;P09624;P19955;P20967	186	7	P19262	DL-dihydrolipoamide	Yarrowia lipolytica	Q6C5L8	30	8.0	wildtype	brenda	51.16
r_0832	R01700	2.3.1.61	forward	2-oxoglutarate;H+;lipoamide	C00026;C00080;C00248	carbon dioxide;S(8)-succinyldihydrolipoamide	C00011;C01169	YDR148C;YFL018C;YIL125W	P19262;P09624;P20967	186	7	P19262	DL-dihydrolipoamide	Yarrowia lipolytica	Q6C5L8	30	8.0	wildtype	brenda	51.16
r_0841	R03035	2.7.7.3	forward	ATP;H+;pantetheine 4'-phosphate	C00002;C00080;C01134	3'-dephospho-CoA;diphosphate	C00882;C00013	YGR277C	P53332	4.547	5	P53332	ATP	Mycobacterium tuberculosis	P9WPA5	25	7.0		brenda	20.73
r_0842	R03018	2.7.1.33	forward	(R)-pantothenate;ATP	C00864;C00002	(R)-4'-phosphopantothenic acid;ADP;H+	C03492;C00008;C00080	YDR531W	Q04430	2.09	5	Q04430	(R)-pantothenate	Helicobacter pylori	p37564	25.0	7.6		brenda	21.83
r_0843	R02473	6.3.2.1	forward	(R)-pantoate;ATP;beta-alanine	C00522;C00002;C00099	(R)-pantothenate;AMP;diphosphate;H+	C00864;C00020;C00013;C00080	YIL145C	P40459	0.039	4	P40459	(R)-pantoate	Arabidopsis thaliana		25.0	8.0	wildtype	brenda	-1.0
r_0844		3.1.2.2	forward	decanoyl-CoA;H2O	C05274;C00001	coenzyme A;decanoate;H+	C00010;C01571;C00080	YJR019C	P41903	136	5	P41903	decanoyl-CoA	Buckleyzyma aurantiaca		25.0	7.4		brenda	-1.0
r_0845		3.1.2.2	forward	H2O;lauroyl-CoA	C00001;C01832	coenzyme A;H+;laurate	C00010;C00080;C02679	YJR019C	P41903	0.052	4	P41903	lauroyl-CoA	Escherichia coli	P0ADA1	37.0	7.0	wildtype	brenda	20.56
r_0847	R01274	3.1.2.2	forward	H2O;palmitoyl-CoA	C00001;C00154	coenzyme A;H+;palmitate	C00010;C00080;C00249	YJR019C	P41903	153	5	P41903	palmitoyl-CoA	Buckleyzyma aurantiaca		25.0	7.4		brenda	-1.0
r_0848		3.1.2.2	forward	H2O;myristoyl-CoA	C00001;C02593	coenzyme A;H+;myristate	C00010;C00080;C06424	YJR019C	P41903	183	5	P41903	myristoyl-CoA	Buckleyzyma aurantiaca		25.0	7.4		brenda	-1.0
r_0849	R08174	3.1.2.2	forward	H2O;stearoyl-CoA	C00001;C00412	coenzyme A;H+;stearate	C00010;C00080;C01530	YJR019C	P41903	121	5	P41903	stearoyl-CoA	Buckleyzyma aurantiaca		25.0	7.4		brenda	-1.0
r_0850		3.1.2.2	forward	H2O;octanoyl-CoA	C00001;C01944	coenzyme A;H+;octanoate	C00010;C00080;C06423	YJR019C	P41903	159	5	P41903	octanoyl-CoA	Buckleyzyma aurantiaca		25.0	7.4		brenda	-1.0
r_0851	R00694	2.6.1.39	forward	2-oxoglutarate;L-phenylalanine	C00026;C00079	keto-phenylpyruvate;L-glutamate	C00166;C00025	YGL202W	P53090	8.3	4	P53090	L-phenylalanine	Saccharomyces cerevisiae			7.0		brenda	-1.0
r_0851	R00694	2.6.1.39	reverse	keto-phenylpyruvate;L-glutamate	C00166;C00025	2-oxoglutarate;L-phenylalanine	C00026;C00079	YGL202W	P53090	12.8	4	P53090	L-glutamate	Saccharomyces cerevisiae			7.0		brenda	-1.0
r_0851	R00694	2.6.1.57	forward	2-oxoglutarate;L-phenylalanine	C00026;C00079	keto-phenylpyruvate;L-glutamate	C00166;C00025	YGL202W	P53090	1200	4	P53090	L-phenylalanine	Escherichia coli		25	8.0	wildtype	brenda	-1.0
r_0851	R00694	2.6.1.57	reverse	keto-phenylpyruvate;L-glutamate	C00166;C00025	2-oxoglutarate;L-phenylalanine	C00026;C00079	YGL202W	P53090	10.3	5	P53090	L-glutamate	Aspergillus fumigatus		25	7.4		brenda	-1.0
r_0852	R03660	6.1.1.20	forward	ATP;L-phenylalanine;tRNA(Phe)	C00002;C00079;C01648	AMP;diphosphate;Phe-tRNA(Phe)	C00020;C00013;C03511	YFL022C;YLR060W	P15625;P15624	58.2	3		L-phenylalanine	Saccharomyces cerevisiae		37.0	7.5		brenda	-1.0
r_0853	R03660	6.1.1.20	forward	ATP;L-phenylalanine;tRNA(Phe)	C00002;C00079;C01648	AMP;diphosphate;Phe-tRNA(Phe)	C00020;C00013;C03511	YPR047W	P08425	58.2	3	P08425	L-phenylalanine	Saccharomyces cerevisiae		37.0	7.5		brenda	-1.0
r_0854	R01377	4.1.1.43	forward	H+;keto-phenylpyruvate	C00080;C00166	carbon dioxide;phenylacetaldehyde	C00011;C00601	YDR380W	Q06408	0.34	3	Q06408	Pyruvic acid	Saccharomyces cerevisiae	Q06408	30.0	7.0	wildtype	brenda	100.0
r_0855	R04208	6.3.3.1	forward	5'-phosphoribosyl-N-formylglycineamidine;ATP	C04640;C00002	5'-phosphoribosyl-5-aminoimidazole;ADP;H+;phosphate	C03373;C00008;C00080;C00009	YGL234W	P07244		15									
r_0855	R04208	6.3.4.13	forward	5'-phosphoribosyl-N-formylglycineamidine;ATP	C04640;C00002	5'-phosphoribosyl-5-aminoimidazole;ADP;H+;phosphate	C03373;C00008;C00080;C00009	YGL234W	P07244	2.3	10	P07244	5'-phosphoribosylglycinamide	Gallus gallus					brenda	-1.0
r_0882	R08193	5.4.2.3	forward	N-acetyl-D-glucosamine 6-phosphate	C00357	N-acetyl-alpha-D-glucosamine 1-phosphate	C04501	YEL058W	P38628	40.43	8	P38628	alpha-D-glucose 1-phosphate	Arabidopsis thaliana		30.0	7.0		brenda	-1.0
r_0882	R08193	5.4.2.3	reverse	N-acetyl-alpha-D-glucosamine 1-phosphate	C04501	N-acetyl-D-glucosamine 6-phosphate	C00357	YEL058W	P38628	40.43	8	P38628	alpha-D-glucose 1-phosphate	Arabidopsis thaliana		30.0	7.0		brenda	-1.0
r_0883		1.8.4.8	forward	3'-phospho-5'-adenylyl sulfate;TRX1	C00053;C00342	adenosine 3',5'-bismonophosphate;H+;sulphite;TRX1 disulphide	C00054;C00080;C11481;C00343	YGR209C;YPR167C	P18408;P22803	0.146	9	P18408	glutaredoxin 1	Bacillus subtilis			8.0		brenda	-1.0
r_0883		1.8.4.8	forward	3'-phospho-5'-adenylyl sulfate;TRX1	C00053;C00342	adenosine 3',5'-bismonophosphate;H+;sulphite;TRX1 disulphide	C00054;C00080;C11481;C00343	YLR043C;YPR167C	P18408;P22217	0.146	9	P18408	glutaredoxin 1	Bacillus subtilis			8.0		brenda	-1.0
r_0884	R00341	4.1.1.49	forward	ATP;oxaloacetate	C00002;C00036	ADP;carbon dioxide;phosphoenolpyruvate	C00008;C00011;C00074	YKR097W	P10963	0.28	2	P10963	oxaloacetate	Saccharomyces cerevisiae		30.0	6.6	wildtype	brenda	-1.0
r_0885	R02038	2.7.7.14	forward	CTP;H+;O-phosphoethanolamine	C00063;C00080;C00346	CDP-ethanolamine;diphosphate	C00570;C00013	YGR007W	P33412	0.25	4	P33412	CTP	Homo sapiens	Q99447	37.0	7.7	wildtype	brenda	27.14
r_0886	R00756	2.7.1.11	forward	ATP;D-fructose 6-phosphate	C00002;C00085	ADP;D-fructose 1,6-bisphosphate;H+	C00008;C00354;C00080	YGR240C;YMR205C	P16862;P16861	6.5	4		D-fructose 6-phosphate	Staphylococcus aureus	Q2FXM8	37.0	7.5	wildtype	brenda	-1.0
r_0887	R01843	2.7.1.11	forward	ATP;sedoheptulose 7-phosphate	C00002;C05382	ADP;H+;sedoheptulose 1,7-bisphosphate	C00008;C00080;C00447	YGR240C;YMR205C	P16862;P16861	0.25	7		sedoheptulose 7-phosphate	Escherichia coli	P0A796	55.0	7.0		brenda	-1.0
r_0888	R08639	5.4.2.2	forward	D-glucose 6-phosphate	C00092	D-glucose 1-phosphate	C00103	YMR105C	P37012	71.2	7	P37012	alpha-D-glucose 1-phosphate	Homo sapiens	P36871	25.0	7.4	wildtype	brenda	41.55
r_0888	R08639	5.4.2.2	reverse	D-glucose 1-phosphate	C00103	D-glucose 6-phosphate	C00092	YMR105C	P37012	71.2	7	P37012	alpha-D-glucose 1-phosphate	Homo sapiens	P36871	25.0	7.4	wildtype	brenda	41.55
r_0888	R08639	5.4.2.2	forward	D-glucose 6-phosphate	C00092	D-glucose 1-phosphate	C00103	YKL127W	P33401	71.2	7	P33401	alpha-D-glucose 1-phosphate	Homo sapiens	P36871	25.0	7.4	wildtype	brenda	41.5
r_0888	R08639	5.4.2.2	reverse	D-glucose 1-phosphate	C00103	D-glucose 6-phosphate	C00092	YKL127W	P33401	71.2	7	P33401	alpha-D-glucose 1-phosphate	Homo sapiens	P36871	25.0	7.4	wildtype	brenda	41.5
r_0889	R01528	1.1.1.44	forward	6-phospho-D-gluconate;NADP(+)	C00345;C00006	carbon dioxide;D-ribulose 5-phosphate;NADPH	C00011;C00199;C00005	YGR256W	P53319	22.2	4	P53319	6-phospho-D-gluconate	Homo sapiens	P52209	25.0	8.0	wildtype	brenda	52.34
r_0889	R01528	1.1.1.44	forward	6-phospho-D-gluconate;NADP(+)	C00345;C00006	carbon dioxide;D-ribulose 5-phosphate;NADPH	C00011;C00199;C00005	YHR183W	P38720	22.2	4	P38720	6-phospho-D-gluconate	Homo sapiens	P52209	25.0	8.0	wildtype	brenda	53.07
r_0890	R02060	5.4.2.3	forward	alpha-D-glucosamine 1-phosphate	C06156	alpha-D-glucosamine 6-phosphate	C00352	YEL058W	P38628	40.43	8	P38628	alpha-D-glucose 1-phosphate	Arabidopsis thaliana		30.0	7.0		brenda	-1.0
r_0890	R02060	5.4.2.3	reverse	alpha-D-glucosamine 6-phosphate	C00352	alpha-D-glucosamine 1-phosphate	C06156	YEL058W	P38628	40.43	8	P38628	alpha-D-glucose 1-phosphate	Arabidopsis thaliana		30.0	7.0		brenda	-1.0
r_0891	R01513	1.1.1.399	forward	3-phosphonato-D-glycerate(3-);NAD	C00197;C00003	3-phospho-hydroxypyruvate;H+;NADH	C03232;C00080;C00004	YER081W	P40054	33.3	8	P40054	2-oxoglutarate	Escherichia coli		37	7.5		brenda	-1.0
r_0891	R01513	1.1.1.399	forward	3-phosphonato-D-glycerate(3-);NAD	C00197;C00003	3-phospho-hydroxypyruvate;H+;NADH	C03232;C00080;C00004	YIL074C	P40510	33.3	8	P40510	2-oxoglutarate	Escherichia coli		37	7.5		brenda	-1.0
r_0891	R01513	1.1.1.95	forward	3-phosphonato-D-glycerate(3-);NAD	C00197;C00003	3-phospho-hydroxypyruvate;H+;NADH	C03232;C00080;C00004	YER081W	P40054	2.1	8	P40054	2-oxoglutarate	Escherichia coli	P0A9T0		7.0	wildtype	brenda	37.13
r_0891	R01513	1.1.1.95	forward	3-phosphonato-D-glycerate(3-);NAD	C00197;C00003	3-phospho-hydroxypyruvate;H+;NADH	C03232;C00080;C00004	YIL074C	P40510	2.1	8	P40510	2-oxoglutarate	Escherichia coli	P0A9T0		7.0	wildtype	brenda	37.56
r_0892	R01512	2.7.2.3	forward	1,3-bisphospho-D-glycerate;ADP	C00236;C00008	3-phosphonato-D-glycerate(3-);ATP	C00197;C00002	YCR012W	P00560	354	5	P00560	3-phospho-D-glycerate	Saccharomyces cerevisiae		25.0	7.5	wildtype	brenda	-1.0
r_0892	R01512	2.7.2.3	reverse	3-phosphonato-D-glycerate(3-);ATP	C00197;C00002	1,3-bisphospho-D-glycerate;ADP	C00236;C00008	YCR012W	P00560	354	5	P00560	3-phospho-D-glycerate	Saccharomyces cerevisiae		25.0	7.5	wildtype	brenda	-1.0
r_0893	R01518	5.4.2.11	forward	3-phosphonato-D-glycerate(3-)	C00197	2-phospho-D-glyceric acid	C00631	YOR283W	Q12040	384	7	Q12040	3-phosphoglycerate	Saccharomyces cerevisiae				wildtype	brenda	-1.0
r_0893	R01518	5.4.2.11	reverse	2-phospho-D-glyceric acid	C00631	3-phosphonato-D-glycerate(3-)	C00197	YOR283W	Q12040	384	7	Q12040	3-phosphoglycerate	Saccharomyces cerevisiae				wildtype	brenda	-1.0
r_0893	R01518	5.4.2.11	forward	3-phosphonato-D-glycerate(3-)	C00197	2-phospho-D-glyceric acid	C00631	YKL152C	P00950	530	6	P00950	3-phosphoglycerate	Saccharomyces cerevisiae	P00950				brenda	100.0
r_0893	R01518	5.4.2.11	reverse	2-phospho-D-glyceric acid	C00631	3-phosphonato-D-glycerate(3-)	C00197	YKL152C	P00950	530	6	P00950	3-phosphoglycerate	Saccharomyces cerevisiae	P00950				brenda	100.0
r_0902	R01818	5.4.2.8	forward	D-mannose 1-phosphate	C00636	D-mannose 6-phosphate	C00275	YFL045C	P07283	4.4	5	P07283	D-mannose 1-phosphate	Homo sapiens	O15305	25.0	6.5		brenda	47.06
r_0902	R01818	5.4.2.8	reverse	D-mannose 6-phosphate	C00275	D-mannose 1-phosphate	C00636	YFL045C	P07283	1.4	7	P07283	alpha-D-mannose 1-phosphate	Aspergillus fumigatus	B0Y744	30.0	7.1	wildtype	brenda	51.67
r_0903	R04509	2.7.1.49	forward	4-amino-2-methyl-5-phosphomethylpyrimidine;ATP	C04556;C00002	4-amino-2-methyl-5-diphosphomethylpyrimidine;ADP	C04752;C00008	YOL055C	Q08224	0.36	8	Q08224	pyridoxine	Escherichia coli		25.0	8.0		brenda	-1.0
r_0903	R04509	2.7.1.49	forward	4-amino-2-methyl-5-phosphomethylpyrimidine;ATP	C04556;C00002	4-amino-2-methyl-5-diphosphomethylpyrimidine;ADP	C04752;C00008	YPL258C	Q08975	0.36	8	Q08975	pyridoxine	Escherichia coli		25.0	8.0		brenda	-1.0
r_0903	R04509	2.7.1.49	forward	4-amino-2-methyl-5-phosphomethylpyrimidine;ATP	C04556;C00002	4-amino-2-methyl-5-diphosphomethylpyrimidine;ADP	C04752;C00008	YPR121W	Q06490	0.36	8	Q06490	pyridoxine	Escherichia coli		25.0	8.0		brenda	-1.0
r_0903	R04509	2.7.4.7	forward	4-amino-2-methyl-5-phosphomethylpyrimidine;ATP	C04556;C00002	4-amino-2-methyl-5-diphosphomethylpyrimidine;ADP	C04752;C00008	YOL055C	Q08224	0.07	5	Q08224	ATP	Escherichia coli		25.0	8.0		brenda	-1.0
r_0903	R04509	2.7.4.7	forward	4-amino-2-methyl-5-phosphomethylpyrimidine;ATP	C04556;C00002	4-amino-2-methyl-5-diphosphomethylpyrimidine;ADP	C04752;C00008	YPL258C	Q08975	0.07	5	Q08975	ATP	Escherichia coli		25.0	8.0		brenda	-1.0
r_0903	R04509	2.7.4.7	forward	4-amino-2-methyl-5-phosphomethylpyrimidine;ATP	C04556;C00002	4-amino-2-methyl-5-diphosphomethylpyrimidine;ADP	C04752;C00008	YPR121W	Q06490	0.07	5	Q06490	ATP	Escherichia coli		25.0	8.0		brenda	-1.0
r_0904	R03245	2.7.4.2	forward	(R)-5-phosphomevalonic acid;ATP	C01107;C00002	(R)-5-diphosphomevalonic acid;ADP	C01143;C00008	YMR220W	P24521	0.095	8	P24521	ADPbetaS	Streptococcus pneumoniae		25	7.0		brenda	-1.0
